# bmoe_metrics v2
# engine=0.23.0
# model=Qwen3.6-35B-A3B-UD-Q4_K_S.gguf arch=qwen35moe n_layer=40 n_expert=256 n_expert_used=8 threads=6 n_ctx=4096 n_ubatch=0 chatml=1
# moe_stream=1 cache_mb=2000 cache_auto=1 cache_floor_mb=1536 cache_ceil_mb=2000 cache_cycle_mb=547 force_cache=0 load_all=0 io_threads=4 o_direct=1 overlap=1 io_two_wave=0 prefetch=0 route_ahead=0 predict_prefetch=0 predict_log=0 predict_spec_max=2 prefetch_sync=0 dense_weights=anon drop_cold_frac=0 drop_renorm=1 drop_prefill=0 substitute_lambda=0
# temp=0 top_k=40 top_p=0.95 seed=4294967295 compute_trace_layers=0 spec=off spec_draft_max=0 mtp_p_min=0 ngram_min_match=0
step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms,mgmt_ms,majflt,cpu_ms,dense_resident_frac,turn,majflt_mib,cache_budget_mib,rss_mib,rss_anon_mib,rss_file_mib,swap_mib,mem_available_mib,mem_free_mib,swap_free_mib,loop_overhead_ms,mtp_batch,mtp_draft_ms,drain_ms,adopt_ms,ra_issue_ms,ra_wd_ms
114,128,169.007,209.328,90.824,200368128,61.01,65.071,13.112,0,792.577,1.000,0,0.00,2000.0,14380.1,4825.1,9555.0,0.0,34851.1,16825.5,20479.5,0.384,1,0.000,0.006,0.000,0.000,0.000
115,128,157.769,181.486,88.954,161820672,61.10,57.167,11.648,0,736.556,1.000,0,0.00,2000.0,14380.9,4825.8,9555.0,0.0,34979.8,16954.2,20479.5,0.362,1,0.000,0.005,0.000,0.000,0.000
116,128,170.104,215.141,90.408,199938048,61.14,66.161,13.534,0,791.208,1.000,0,0.00,2000.0,14379.9,4824.9,9555.0,0.0,35094.6,17069.0,20479.5,0.370,1,0.000,0.006,0.000,0.000,0.000
117,128,192.021,257.604,92.822,247185408,61.11,84.078,15.121,0,874.620,1.000,0,0.00,2000.0,14380.2,4825.2,9555.0,0.0,35075.8,17050.1,20479.5,0.372,1,0.000,0.006,0.000,0.000,0.000
118,128,165.922,202.982,90.178,184602624,61.16,64.195,11.549,0,765.697,1.000,0,0.00,2000.0,14380.5,4825.5,9555.0,0.0,35005.1,16979.4,20479.5,0.366,1,0.000,0.005,0.000,0.000,0.000
119,128,148.081,150.572,89.784,137846784,61.28,50.176,8.121,0,703.588,1.000,0,0.00,2000.0,14379.5,4824.5,9555.0,0.0,34947.0,16921.3,20479.5,0.367,1,0.000,0.006,0.000,0.000,0.000
120,128,152.653,172.368,88.350,157716480,61.37,54.948,9.355,0,720.590,1.000,0,0.00,2000.0,14379.0,4823.9,9555.0,0.0,34935.6,16910.0,20479.5,0.362,1,0.000,0.006,0.000,0.000,0.000
121,128,143.884,132.217,90.701,129097728,61.49,43.244,9.939,0,714.557,1.000,0,0.00,2000.0,14380.2,4825.2,9555.0,0.0,34980.6,16955.0,20479.5,0.360,1,0.000,0.006,0.000,0.000,0.000
122,128,158.824,180.603,90.870,169377792,61.56,56.710,11.244,0,751.393,1.000,0,0.00,2000.0,14379.1,4824.1,9555.0,0.0,34965.8,16940.1,20479.5,0.360,1,0.000,0.006,0.000,0.000,0.000
123,128,157.612,171.998,91.338,169488384,61.63,55.199,11.076,0,760.065,1.000,0,0.00,2000.0,14380.1,4825.1,9555.0,0.0,35018.6,16992.9,20479.5,0.366,1,0.000,0.004,0.000,0.000,0.000
124,128,159.453,166.157,94.674,156635136,61.72,54.698,10.082,0,764.859,1.000,0,0.00,2000.0,14380.7,4825.6,9555.0,0.0,34961.2,16935.6,20479.5,0.374,1,0.000,0.007,0.000,0.000,0.000
125,128,176.491,223.763,90.785,218726400,61.72,73.082,12.623,0,812.266,1.000,0,0.00,2000.0,14380.2,4825.1,9555.0,0.0,34875.0,16849.3,20479.5,0.361,1,0.000,0.005,0.000,0.000,0.000
126,128,155.968,162.776,93.978,152801280,61.80,51.945,10.045,0,755.723,1.000,0,0.00,2000.0,14380.6,4825.6,9555.0,0.0,34872.7,16847.1,20479.5,0.364,1,0.000,0.007,0.000,0.000,0.000
127,128,157.871,186.677,87.500,175263744,61.86,60.165,10.206,0,733.733,1.000,0,0.00,2000.0,14380.5,4825.5,9555.0,0.0,34809.9,16784.2,20479.5,0.370,1,0.000,0.006,0.000,0.000,0.000
128,128,228.067,361.633,87.215,377524224,61.66,119.044,21.809,0,982.409,1.000,0,0.00,2000.0,14380.1,4825.1,9555.0,0.0,34755.7,16730.0,20479.5,0.363,1,0.000,0.006,0.000,0.000,0.000
# summary tokens=128 s/tok=0.170 tok/s=5.877 read_MiB=23960.6 io_s=26.42 compute_s/tok=0.091 io_s/tok=0.206 cache_hit_pct=61.7 n_prompt=23 load_s=13.591 prefill_s=2.526 prefill_tps=9.10 stall_s/tok=0.067 mgmt_s/tok=0.012 cache_resident_MiB=1999.2 cache_budget_MiB=2000.0 cache_resizes=0 spec_read_MiB=0.0 spec_experts=0 spec_useful=0 majflt/tok=0.00 cpu_s/tok=0.7892 token_demand_MiB=546.2 layer_demand_MiB=15.6 experts_routed=0 experts_dropped=0 experts_reranked=0 experts_substituted=0 loop_overhead_s/tok=0.0004 mtp_drafted=0 mtp_accepted=0 mtp_decodes=128 mtp_draft_s/tok=0.0000 drafted_steps=0 ra_committed=0 ra_passthrough=0 ra_agree_pct=0.0 ra_gemv_ms/tok=0.00 ra_issue_ms/tok=0.00 ra_wd_ms/tok=0.00 drain_s/tok=0.000 adopt_s/tok=0.000 evictions=15645 rereads=11365 prefill_cpu_s=10.040 prefill_read_mib=4981.2 prefill_io_s=4.760 prefill_stall_s=1.758 prefill_mgmt_s=0.199 row_table_MiB=0.0 row_resident_MiB=0.0 row_rows=0 row_reads=0 row_read_MiB=0.0 row_evictions=0 row_io_errors=0
