# bmoe_metrics v2
# engine=0.23.0
# model=Qwen3.6-35B-A3B-UD-Q4_K_S.gguf arch=qwen35moe n_layer=40 n_expert=256 n_expert_used=8 threads=6 n_ctx=4096 n_ubatch=0 chatml=1
# moe_stream=1 cache_mb=3000 cache_auto=1 cache_floor_mb=1536 cache_ceil_mb=3000 cache_cycle_mb=547 force_cache=0 load_all=0 io_threads=4 o_direct=1 overlap=1 io_two_wave=0 prefetch=0 route_ahead=0 predict_prefetch=0 predict_log=0 predict_spec_max=2 prefetch_sync=0 dense_weights=anon drop_cold_frac=0 drop_renorm=1 drop_prefill=0 substitute_lambda=0
# temp=0 top_k=40 top_p=0.95 seed=4294967295 compute_trace_layers=0 spec=off spec_draft_max=0 mtp_p_min=0 ngram_min_match=0
step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms,mgmt_ms,majflt,cpu_ms,dense_resident_frac,turn,majflt_mib,cache_budget_mib,rss_mib,rss_anon_mib,rss_file_mib,swap_mib,mem_available_mib,mem_free_mib,swap_free_mib,loop_overhead_ms,mtp_batch,mtp_draft_ms,drain_ms,adopt_ms,ra_issue_ms,ra_wd_ms
114,128,168.467,208.193,90.467,178987008,69.42,67.399,10.600,0,759.538,1.000,0,0.00,3000.0,17666.8,5825.3,11841.5,0.0,34168.6,13853.5,20479.5,0.366,1,0.000,0.006,0.000,0.000,0.000
115,128,156.501,169.239,91.896,149348352,69.46,55.357,9.248,0,735.904,1.000,0,0.00,3000.0,17666.5,5825.0,11841.5,0.0,34138.3,13823.2,20479.5,0.374,1,0.000,0.006,0.000,0.000,0.000
116,128,167.363,203.170,91.621,189247488,69.44,64.072,11.671,0,777.503,1.000,0,0.00,3000.0,17666.8,5825.2,11841.5,0.0,34134.2,13819.0,20479.5,0.363,1,0.000,0.007,0.000,0.000,0.000
117,128,173.605,213.008,91.223,207986688,69.40,69.249,13.133,0,809.911,1.000,0,0.00,3000.0,17667.0,5825.5,11841.5,0.0,34149.9,13834.7,20479.5,0.374,1,0.000,0.008,0.000,0.000,0.000
118,128,155.232,163.740,90.217,155824128,69.43,54.766,10.249,0,741.391,1.000,0,0.00,3000.0,17666.2,5824.7,11841.5,0.0,34149.9,13834.8,20479.5,0.370,1,0.000,0.006,0.000,0.000,0.000
119,128,131.829,99.218,91.601,98107392,69.53,34.520,5.708,0,662.382,1.000,0,0.00,3000.0,17667.2,5825.7,11841.5,0.0,34127.0,13811.8,20479.5,0.366,1,0.000,0.005,0.000,0.000,0.000
120,128,148.882,149.017,91.915,142921728,69.58,48.519,8.448,0,728.139,1.000,0,0.00,3000.0,17666.9,5825.4,11841.5,0.0,34075.1,13759.9,20479.5,0.365,1,0.000,0.006,0.000,0.000,0.000
121,128,135.811,109.674,90.939,104153088,69.67,38.288,6.585,0,672.128,1.000,0,0.00,3000.0,17666.0,5824.5,11841.5,0.0,34060.8,13745.6,20479.5,0.351,1,0.000,0.006,0.000,0.000,0.000
122,128,156.597,173.794,89.509,164032512,69.69,56.799,10.290,0,741.088,1.000,0,0.00,3000.0,17666.0,5824.5,11841.5,0.0,34048.5,13733.3,20479.5,0.358,1,0.000,0.007,0.000,0.000,0.000
123,128,147.979,152.049,90.362,142761984,69.73,49.450,8.167,0,708.919,1.000,0,0.00,3000.0,17667.2,5825.7,11841.5,0.0,34017.0,13701.8,20479.5,0.362,1,0.000,0.006,0.000,0.000,0.000
124,128,148.433,148.398,90.928,138547200,69.78,47.479,10.027,0,725.807,1.000,0,0.00,3000.0,17666.6,5825.1,11841.5,0.0,34087.3,13772.2,20479.5,0.358,1,0.000,0.007,0.000,0.000,0.000
125,128,145.053,136.224,91.891,128557056,69.84,44.568,8.594,0,710.720,1.000,0,0.00,3000.0,17666.8,5825.3,11841.5,0.0,34146.7,13831.5,20479.5,0.360,1,0.000,0.007,0.000,0.000,0.000
126,128,128.909,73.843,98.409,70029312,69.97,25.109,5.391,0,683.838,1.000,0,0.00,3000.0,17667.5,5825.9,11841.5,0.0,34179.7,13864.5,20479.5,0.377,1,0.000,0.006,0.000,0.000,0.000
127,128,135.899,99.137,97.393,92762112,70.07,30.480,8.025,0,711.464,1.000,0,0.00,3000.0,17665.8,5824.3,11841.5,0.0,34188.6,13873.4,20479.5,0.402,1,0.000,0.006,0.000,0.000,0.000
128,128,214.168,320.487,90.108,327094272,69.88,105.156,18.904,0,938.049,1.000,0,0.00,3000.0,17667.0,5825.5,11841.5,0.0,34128.4,13813.3,20479.5,0.357,1,0.000,0.007,0.000,0.000,0.000
# summary tokens=128 s/tok=0.153 tok/s=6.536 read_MiB=17748.9 io_s=20.09 compute_s/tok=0.092 io_s/tok=0.157 cache_hit_pct=69.9 n_prompt=23 load_s=10.664 prefill_s=2.482 prefill_tps=9.27 stall_s/tok=0.052 mgmt_s/tok=0.009 cache_resident_MiB=2999.4 cache_budget_MiB=3000.0 cache_resizes=0 spec_read_MiB=0.0 spec_experts=0 spec_useful=0 majflt/tok=0.00 cpu_s/tok=0.7341 token_demand_MiB=546.2 layer_demand_MiB=15.6 experts_routed=0 experts_dropped=0 experts_reranked=0 experts_substituted=0 loop_overhead_s/tok=0.0004 mtp_drafted=0 mtp_accepted=0 mtp_decodes=128 mtp_draft_s/tok=0.0000 drafted_steps=0 ra_committed=0 ra_passthrough=0 ra_agree_pct=0.0 ra_gemv_ms/tok=0.00 ra_issue_ms/tok=0.00 ra_wd_ms/tok=0.00 drain_s/tok=0.000 adopt_s/tok=0.000 evictions=11456 rereads=7762 prefill_cpu_s=9.401 prefill_read_mib=4981.2 prefill_io_s=4.807 prefill_stall_s=1.779 prefill_mgmt_s=0.130 row_table_MiB=0.0 row_resident_MiB=0.0 row_rows=0 row_reads=0 row_read_MiB=0.0 row_evictions=0 row_io_errors=0
